;;;;;;;
"Consommation chronique de médicaments";;;;;;;
;;;;;;;
"par variables socio-démographiques";;;;;;;
"Proportion de la population ayant consommé presque quotidiennement des analgésiques, des somnifères ou des tranquillisants au cours des 30 derniers jours";;;;;;;
;;;;;;;
"Renseignements: +41 58 463 60 45, obsan@bfs.admin.ch";;;;;;;
"";;;;;;;
"Source: OFSP – Enquête « Santé et Lifestyle » (depuis 2018), Monitorage suisse des addictions – CoRolAR (2011–2016)";;;;;;;
"Les données sont représentées avec un intervalle de confiance de 95%. Les intervalles d’erreur illustrés contiennent avec une probabilité de 95% la valeur réelle dans la population.";;;;;;;
"Rupture de la série chronologique entre 2016 et 2018: l’enquête « Santé et Lifestyle » a été réalisée en ligne, tandis que l’enquête CoRoIAR a été menée par téléphone. ";;;;;;;
"Rupture de la série chronologique entre 2018 et 2022: à partir de 2022, les questions contiennent des exemples de somnifères et de tranquillisants, ce qui n'était pas le cas dans les enquêtes précédentes. Durant les années 2011 à 2016, la question sur les analgésiques précisait qu'elle ne portait pas sur les médicaments usuels contre les maux de tête comme l’Aspirine ou le paracétamol, sans toutefois mentionner d'autres exemples de médicaments. Il n'est pas possible de présenter de données sur la prise d’analgésique pour l’année 2018.";;;;;;;
"n = taille de l'échantillon";;;;;;;
"Les résultats comptant moins de 5 cas ne sont pas affichés.";;;;;;;
;;;;;;;
;;;;;;;
"URL:";"https://ind.obsan.admin.ch/fr/indicator/monam/consommation-chronique-de-medicaments-age-15";;;;;;
"Erstellt am:";"24/10/2025";;;;;;
;;;;;;;
"year";"sex";"category";"group";"var1";"lci1";"uci1";"var2"
2011;"Total";"Analgésiques";"Suisse alémanique";1.84706222429;1.48652632601;2.20759812256;8370
2011;"Hommes";"Analgésiques";"Suisse alémanique";1.22880502065;0.724099208522;1.73351083278;3696
2011;"Femmes";"Analgésiques";"Suisse alémanique";2.44300330005;1.92866860071;2.95733799939;4674
2011;"Total";"Analgésiques";"Suisse romande/italienne";2.66758995633;1.80337151381;3.53180839885;2597
2011;"Hommes";"Analgésiques";"Suisse romande/italienne";1.85632276475;0.872002480254;2.84064304925;1116
2011;"Femmes";"Analgésiques";"Suisse romande/italienne";3.43315747911;2.03924896655;4.82706599168;1481
2011;"Total";"Somnifères ou tranquillisants";"Suisse alémanique";2.93740130165;2.4539631609;3.42083944239;8381
2011;"Hommes";"Somnifères ou tranquillisants";"Suisse alémanique";2.10739221072;1.40370730868;2.81107711276;3698
2011;"Femmes";"Somnifères ou tranquillisants";"Suisse alémanique";3.73588879444;3.07123679839;4.40054079049;4683
2011;"Total";"Somnifères ou tranquillisants";"Suisse romande/italienne";4.78007468393;3.67445191532;5.88569745254;2604
2011;"Hommes";"Somnifères ou tranquillisants";"Suisse romande/italienne";3.48823059639;2.14899688047;4.8274643123;1123
2011;"Femmes";"Somnifères ou tranquillisants";"Suisse romande/italienne";6.0031761072;4.27387251039;7.73247970401;1481
2012;"Total";"Analgésiques";"Suisse alémanique";1.98011302958;1.56495433075;2.39527172841;8258
2012;"Hommes";"Analgésiques";"Suisse alémanique";1.63595654533;1.01695406995;2.25495902071;3761
2012;"Femmes";"Analgésiques";"Suisse alémanique";2.3160640048;1.76097491424;2.87115309535;4497
