;;;;;;
"Consommation chronique de médicaments";;;;;;
;;;;;;
"par sexe";;;;;;
"Proportion de la population ayant consommé presque quotidiennement des analgésiques, des somnifères ou des tranquillisants au cours des 30 derniers jours";;;;;;
;;;;;;
"Renseignements: +41 58 463 60 45, obsan@bfs.admin.ch";;;;;;
"";;;;;;
"Source: OFSP – Enquête « Santé et Lifestyle » (depuis 2018), Monitorage suisse des addictions – CoRolAR (2011–2016)";;;;;;
"Les données sont représentées avec un intervalle de confiance de 95%. Les intervalles d’erreur illustrés contiennent avec une probabilité de 95% la valeur réelle dans la population.";;;;;;
"Rupture de la série chronologique entre 2016 et 2018: l’enquête « Santé et Lifestyle » a été réalisée en ligne, tandis que l’enquête CoRoIAR a été menée par téléphone. ";;;;;;
"Rupture de la série chronologique entre 2018 et 2022: à partir de 2022, les questions contiennent des exemples de somnifères et de tranquillisants, ce qui n'était pas le cas dans les enquêtes précédentes. Durant les années 2011 à 2016, la question sur les analgésiques précisait qu'elle ne portait pas sur les médicaments usuels contre les maux de tête comme l’Aspirine ou le paracétamol, sans toutefois mentionner d'autres exemples de médicaments. Il n'est pas possible de présenter de données sur la prise d’analgésique pour l’année 2018.";;;;;;
"n = taille de l'échantillon";;;;;;
"Les résultats comptant moins de 5 cas ne sont pas affichés.";;;;;;
;;;;;;
;;;;;;
"URL:";"https://ind.obsan.admin.ch/fr/indicator/monam/consommation-chronique-de-medicaments-age-15";;;;;
"Erstellt am:";"24/10/2025";;;;;
;;;;;;
"year";"sex";"category";"var1";"lci1";"uci1";"var2"
2011;"Total";"Analgésiques";2.07899994846;1.72296423106;2.43503566586;10967
2011;"Hommes";"Analgésiques";1.40480626931;0.948658799279;1.86095373934;4812
2011;"Femmes";"Analgésiques";2.72497329578;2.1828822653;3.26706432625;6155
2011;"Total";"Somnifères ou tranquillisants";3.45893196226;2.99140937491;3.92645454962;10985
2011;"Hommes";"Somnifères ou tranquillisants";2.49592532098;1.86547461436;3.12637602759;4821
2011;"Femmes";"Somnifères ou tranquillisants";4.38119030524;3.69473673366;5.06764387682;6164
2012;"Total";"Analgésiques";2.21935423306;1.79939990554;2.63930856059;11115
2012;"Hommes";"Analgésiques";1.85057026853;1.27668354692;2.42445699015;4990
2012;"Femmes";"Analgésiques";2.57153264489;1.96082512678;3.182240163;6125
2012;"Total";"Somnifères ou tranquillisants";2.9625892703;2.52403686742;3.40114167317;11144
2012;"Hommes";"Somnifères ou tranquillisants";1.82918145618;1.34122033809;2.31714257427;5001
2012;"Femmes";"Somnifères ou tranquillisants";4.044663543;3.32895120788;4.76037587813;6143
2013;"Total";"Analgésiques";2.56290141882;2.11156325705;3.0142395806;11310
2013;"Hommes";"Analgésiques";2.36464153221;1.70570406837;3.02357899605;5185
2013;"Femmes";"Analgésiques";2.75225282385;2.13381578866;3.37068985903;6125
2013;"Total";"Somnifères ou tranquillisants";3.50641112415;3.00316644564;4.00965580266;11329
2013;"Hommes";"Somnifères ou tranquillisants";2.65160185148;1.98983510148;3.31336860149;5205
2013;"Femmes";"Somnifères ou tranquillisants";4.32592109363;3.5733316079;5.07851057936;6124
2014;"Total";"Analgésiques";2.45076283813;2.08868838335;2.8128372929;11423
2014;"Hommes";"Analgésiques";2.06356771314;1.54957829329;2.57755713299;5346
